id,ts,country,cat,value
45943,2024-05-27,FR,C,91.04
45944,2024-11-01,IN,C,107.38
45945,2024-08-24,GB,B,109.31
45946,2024-06-01,US,A,117.08
45947,2024-02-15,IN,B,82.26
45948,2024-04-10,GB,A,80.13
45949,2024-11-30,DE,A,78.13
45950,2024-02-16,DE,A,75.42
45951,2024-08-18,IL,A,125.39
45952,2024-07-07,IL,A,98.27
45953,2024-03-20,IL,A,113.17
45954,2024-11-14,IN,C,90.19
45955,2024-05-23,DE,B,105.74
45956,2024-08-29,US,A,97.99
45957,2024-02-05,GB,B,76.49
45958,2024-12-18,FR,B,127.01
45959,2024-01-09,DE,C,114.22
45960,2024-04-23,US,A,74.08
45961,2024-11-30,DE,A,90.02
45962,2024-08-20,GB,B,118.48
45963,2024-09-03,US,B,111.77
45964,2024-04-24,DE,B,94.81
45965,2024-10-11,US,A,130.43
45966,2024-12-06,DE,A,105.17
45967,2024-08-15,DE,B,78.61
45968,2024-03-20,GB,B,113.53
45969,2024-11-26,IL,B,84.69
45970,2024-01-02,IN,A,106.64
45971,2024-11-23,IN,C,106.94
45972,2024-01-04,GB,A,79.22
45973,2024-01-22,DE,A,96.02
45974,2024-01-16,US,A,139.58
45975,2024-03-10,FR,B,78.46
45976,2024-09-22,FR,C,69.02
45977,2024-05-24,IL,A,104.44
45978,2024-01-29,IN,C,113.56
45979,2024-05-04,US,B,106.56
45980,2024-12-30,GB,A,98.29
45981,2024-07-10,IN,A,95.26
45982,2024-09-23,DE,B,117.35
45983,2024-04-07,GB,C,104.4
45984,2024-07-09,US,A,99.02
45985,2024-10-18,US,B,100.39
45986,2024-09-03,US,C,101.82
45987,2024-01-03,US,B,101.16
45988,2024-08-09,US,B,96.09
45989,2024-10-15,US,A,80.08
45990,2024-02-19,US,B,91.79
45991,2024-05-23,FR,A,74.43
45992,2024-08-23,US,A,93.67
45993,2024-01-02,DE,A,115.35
45994,2024-09-16,FR,B,115.51
45995,2024-11-05,FR,A,89.08
45996,2024-07-11,IN,A,125.16
45997,2024-06-12,FR,B,113.45
45998,2024-02-03,DE,A,123.15
45999,2024-09-21,US,A,81.68
46000,2024-12-10,US,A,91.2
46001,2024-11-16,FR,A,80.27
46002,2024-07-19,GB,A,118.9
46003,2024-01-13,DE,A,116.44
46004,2024-04-14,IN,C,67.52
46005,2024-04-05,GB,A,104.82
46006,2024-01-03,IN,A,121.02
46007,2024-02-13,FR,A,85.54
46008,2024-07-28,IN,A,82.96
46009,2024-02-05,DE,B,105.77
46010,2024-01-15,IL,A,90.54
46011,2024-12-11,US,C,121.9
46012,2024-08-08,IN,A,84.27
46013,2024-10-21,IL,A,111.13
46014,2024-03-31,US,B,99.82
46015,2024-05-13,FR,C,98.78
46016,2024-08-10,US,A,108.89
46017,2024-09-07,DE,B,89.13
46018,2024-05-14,IN,A,81.28
46019,2024-12-01,FR,B,85.05
46020,2024-09-13,US,B,90.44
46021,2024-03-21,US,B,109.12
46022,2024-02-05,DE,B,85.23
46023,2024-01-06,US,A,111.1
46024,2024-11-04,US,C,115.59
46025,2024-10-27,US,A,100.8
46026,2024-06-23,US,B,118.35
46027,2024-09-20,GB,A,102.65
46028,2024-11-18,IL,B,112.89
46029,2024-02-28,IL,A,83.25
46030,2024-12-23,GB,A,112.77
46031,2024-06-27,US,A,105.76
46032,2024-06-08,US,C,115.46
46033,2024-02-28,US,B,108.47
46034,2024-09-02,IN,B,100.38
46035,2024-08-07,US,A,81.14
46036,2024-01-11,FR,A,103.84
46037,2024-08-24,DE,B,103.11
46038,2024-02-21,IL,A,82.09
46039,2024-04-10,GB,A,87.13
46040,2024-08-11,US,A,85.18
46041,2024-10-12,US,B,105.27
46042,2024-02-18,DE,A,90.61
46043,2024-06-21,US,A,98.67
46044,2024-04-14,GB,A,109.8
46045,2024-09-14,DE,B,100.62
46046,2024-10-29,US,B,102.78
46047,2024-08-21,US,B,113.16
46048,2024-10-17,DE,A,108.63
46049,2024-06-13,IN,B,101.93
46050,2024-08-06,IL,C,98.26
46051,2024-04-16,US,A,127.34
46052,2024-12-26,FR,A,120.34
46053,2024-03-15,DE,A,74.84
46054,2024-12-02,GB,A,88.52
46055,2024-09-29,DE,B,106.88
46056,2024-12-26,IL,B,120.06
46057,2024-08-22,IL,A,86.69
46058,2024-05-08,GB,A,88.01
46059,2024-04-12,IL,B,96.39
46060,2024-03-06,IL,A,112.29
46061,2024-12-18,US,C,98.86
46062,2024-02-08,US,A,99.03
46063,2024-10-22,US,A,98.24
46064,2024-09-11,GB,A,91.36
46065,2024-02-16,IN,B,92.11
46066,2024-11-30,FR,C,72.94
46067,2024-02-29,IL,A,73.87
46068,2024-02-28,FR,B,116.38
46069,2024-07-17,US,A,98.95
46070,2024-02-07,US,C,91.95
46071,2024-02-07,US,B,89.17
46072,2024-08-15,DE,A,70.03
46073,2024-12-17,IL,A,101.84
46074,2024-01-20,US,C,76.44
46075,2024-08-20,DE,C,87.74
46076,2024-08-07,IN,A,93.05
46077,2024-01-25,DE,A,85.47
46078,2024-02-24,DE,B,114.37
46079,2024-06-10,IL,A,109.28
46080,2024-09-10,US,C,89.82
46081,2024-03-22,US,C,113.41
46082,2024-06-07,US,B,98.9
46083,2024-06-28,IL,B,128.28
46084,2024-09-16,IN,A,90.63
46085,2024-03-31,US,B,97.06
46086,2024-09-08,US,B,105.87
46087,2024-10-30,US,B,112.21
46088,2024-07-31,US,B,132.01
46089,2024-09-20,IL,A,114.07
46090,2024-03-02,FR,A,117.8
46091,2024-11-26,FR,A,130.25
46092,2024-04-19,US,A,115.52
46093,2024-03-13,GB,C,115.56
46094,2024-07-19,IL,A,109.47
46095,2024-05-20,US,A,74.87
46096,2024-06-17,IN,B,92.22
46097,2024-10-20,GB,B,109.14
46098,2024-07-14,IL,C,101.51
46099,2024-05-16,FR,A,69.39
46100,2024-10-19,DE,A,104.43
46101,2024-05-18,IN,A,101.09
46102,2024-12-15,US,A,66.01
46103,2024-12-25,US,A,129.42
46104,2024-06-20,FR,C,98.74
46105,2024-10-08,US,A,95.29
46106,2024-09-15,GB,B,77.87
46107,2024-11-10,US,A,104.03
46108,2024-06-17,GB,C,105.22
46109,2024-05-28,US,A,102.92
46110,2024-04-10,FR,A,74.65
46111,2024-08-01,US,A,111.83
46112,2024-08-12,US,C,92.3
46113,2024-06-13,US,B,109.49
46114,2024-04-23,FR,C,115.57
46115,2024-06-13,US,A,92.19
46116,2024-07-02,IL,A,88.64
46117,2024-02-16,GB,A,77.42
46118,2024-08-28,US,B,114.21
46119,2024-11-03,US,B,81.55
46120,2024-04-27,FR,A,119.29
46121,2024-05-22,US,B,115.89
46122,2024-02-03,FR,C,110.96
46123,2024-07-31,IL,C,95.33
46124,2024-06-05,IN,A,108.05
46125,2024-11-08,US,B,107.19
46126,2024-11-27,IL,A,98.7
46127,2024-10-09,GB,A,93.13
46128,2024-03-17,DE,B,97.11
46129,2024-03-13,US,A,87.88
46130,2024-06-26,US,A,112.3
46131,2024-08-13,DE,A,134.82
46132,2024-01-12,DE,A,87.7
46133,2024-06-29,US,B,107.73
46134,2024-02-01,GB,A,107.69
46135,2024-04-04,US,C,121.95
46136,2024-05-11,IN,B,98.54
46137,2024-01-15,FR,A,93.91
46138,2024-04-05,DE,A,91.11
46139,2024-08-17,FR,C,127.36
46140,2024-12-30,US,C,119.2
46141,2024-10-11,IL,A,83.55
46142,2024-04-21,GB,C,122.73
46143,2024-12-09,IN,A,100.05
46144,2024-06-09,US,B,99.86
46145,2024-05-09,GB,B,83.85
46146,2024-11-05,IL,C,119.1
46147,2024-05-25,FR,A,97.5
46148,2024-09-26,GB,A,106.09
46149,2024-02-29,US,B,77.93
46150,2024-05-01,US,C,103.0
46151,2024-12-25,IL,B,72.76
46152,2024-03-30,DE,C,100.52
46153,2024-11-06,DE,A,92.95
46154,2024-06-19,FR,A,85.71
46155,2024-12-15,IN,C,110.52
46156,2024-05-31,US,A,88.85
46157,2024-06-29,IN,B,106.25
46158,2024-05-24,US,A,101.39
46159,2024-03-17,IN,A,99.63
46160,2024-11-03,GB,C,132.44
46161,2024-07-28,GB,B,111.41
46162,2024-07-03,GB,C,112.7
46163,2024-05-15,US,A,96.74
46164,2024-10-08,FR,A,101.55
46165,2024-05-06,US,C,76.28
46166,2024-03-27,IL,A,89.67
46167,2024-01-31,DE,C,94.93
46168,2024-11-14,DE,A,103.42
46169,2024-01-27,FR,C,79.21
46170,2024-11-04,DE,A,106.87
46171,2024-05-18,US,A,99.02
46172,2024-01-01,IL,A,103.6
46173,2024-12-04,GB,A,116.11
46174,2024-09-27,FR,C,82.48
46175,2024-09-20,IL,B,96.13
46176,2024-07-18,US,A,96.6
46177,2024-10-04,GB,A,88.29
46178,2024-02-18,US,A,99.92
46179,2024-03-26,IN,C,95.68
46180,2024-07-17,IL,B,99.87
46181,2024-09-25,FR,C,94.43
46182,2024-08-02,US,A,81.52
46183,2024-05-28,US,C,91.13
46184,2024-09-02,US,A,85.0
46185,2024-01-22,DE,A,81.2
46186,2024-07-04,FR,B,100.26
46187,2024-05-24,IL,A,97.67
46188,2024-06-30,GB,B,102.69
46189,2024-02-17,US,C,102.32
46190,2024-11-25,IN,B,114.56
46191,2024-11-07,DE,B,123.52
46192,2024-12-10,US,A,103.01
46193,2024-11-02,DE,A,73.86
46194,2024-08-30,IL,A,94.65
46195,2024-04-14,GB,A,115.53
46196,2024-02-11,US,B,94.14
46197,2024-08-11,DE,A,76.53
46198,2024-12-11,FR,B,102.07
46199,2024-05-12,IN,A,90.57
46200,2024-12-28,US,B,78.81
46201,2024-02-26,DE,A,102.95
46202,2024-04-13,IL,C,89.59
46203,2024-08-25,IL,A,119.77
46204,2024-06-28,IL,B,92.6
46205,2024-10-04,US,B,129.82
46206,2024-05-05,DE,A,91.4
46207,2024-10-09,US,A,120.91
46208,2024-04-19,GB,B,98.68
46209,2024-02-24,GB,A,122.52
46210,2024-07-26,US,C,104.36
46211,2024-07-06,US,B,111.58
46212,2024-07-25,IL,A,128.0
46213,2024-01-09,FR,B,56.97
46214,2024-05-30,DE,C,114.74
46215,2024-02-02,US,B,99.32
46216,2024-10-20,DE,C,108.64
46217,2024-01-30,US,A,82.15
46218,2024-12-06,US,B,105.99
46219,2024-01-21,US,A,133.5
46220,2024-08-10,FR,C,101.08
46221,2024-05-01,GB,A,92.47
46222,2024-02-10,US,B,107.86
46223,2024-05-10,US,C,108.67
46224,2024-01-15,US,C,70.84
46225,2024-09-11,DE,A,120.54
46226,2024-11-13,US,A,81.01
46227,2024-04-30,GB,B,90.99
46228,2024-06-09,FR,C,98.46
46229,2024-02-21,FR,A,113.86
46230,2024-06-24,US,A,120.15
46231,2024-12-11,DE,A,99.29
46232,2024-07-15,US,C,83.66
46233,2024-11-15,IL,C,100.75
46234,2024-10-11,US,B,86.13
46235,2024-02-15,US,A,76.62
46236,2024-01-20,US,B,82.84
46237,2024-05-12,DE,B,85.36
46238,2024-12-09,GB,A,94.49
46239,2024-03-02,IN,A,104.35
46240,2024-01-17,FR,C,98.12
46241,2024-12-16,GB,B,129.57
46242,2024-03-13,US,A,93.82
46243,2024-05-09,GB,A,105.4
46244,2024-10-11,US,B,76.03
46245,2024-02-05,DE,C,119.29
46246,2024-03-03,IL,C,101.43
46247,2024-09-22,FR,C,83.36
46248,2024-01-03,DE,A,62.5
46249,2024-09-16,GB,A,102.1
46250,2024-07-16,US,C,112.57
46251,2024-03-28,GB,A,108.45
46252,2024-08-11,US,A,103.16
46253,2024-04-27,US,A,106.69
46254,2024-12-12,IL,C,94.73
46255,2024-05-31,US,C,119.72
46256,2024-09-30,FR,A,103.75
46257,2024-04-07,US,B,83.09
46258,2024-10-31,FR,A,111.15
46259,2024-04-15,IN,B,95.7
46260,2024-07-04,DE,A,80.83
46261,2024-10-19,FR,A,91.75
46262,2024-12-04,IL,C,98.99
46263,2024-10-01,US,C,97.81
46264,2024-08-31,IL,A,98.91
46265,2024-09-09,IL,A,90.23
46266,2024-05-28,IL,A,94.08
46267,2024-09-07,DE,B,120.49
46268,2024-07-28,DE,C,119.5
46269,2024-07-09,IN,A,75.2
46270,2024-04-24,GB,A,83.57
46271,2024-05-08,FR,C,101.75
46272,2024-02-15,IN,A,97.37
46273,2024-09-19,IL,B,96.73
46274,2024-01-09,IN,A,82.67
46275,2024-02-12,IL,A,100.51
46276,2024-04-16,US,C,79.34
46277,2024-02-21,GB,B,124.47
46278,2024-09-30,GB,C,123.89
46279,2024-02-16,IL,A,109.9
46280,2024-06-15,DE,A,117.4
46281,2024-09-24,GB,A,108.76
46282,2024-08-03,US,A,45.79
46283,2024-08-03,GB,C,83.75
46284,2024-05-05,US,A,135.02
46285,2024-06-13,IN,C,112.49
46286,2024-10-06,US,A,93.37
46287,2024-06-22,DE,B,103.32
46288,2024-09-12,GB,A,90.3
46289,2024-10-29,US,A,109.38
46290,2024-03-30,GB,A,110.19
46291,2024-02-14,IL,A,104.13
46292,2024-06-18,US,A,107.58
46293,2024-05-19,FR,B,87.23
46294,2024-02-24,US,A,93.23
46295,2024-10-04,IN,C,128.15
46296,2024-08-15,DE,A,109.26
46297,2024-08-28,GB,B,115.52
46298,2024-09-15,FR,C,103.96
46299,2024-06-07,IN,A,104.5
46300,2024-07-05,DE,C,123.26
46301,2024-03-22,US,A,77.97
46302,2024-09-23,US,A,102.02
46303,2024-12-11,US,B,88.98
46304,2024-11-14,IN,A,111.93
46305,2024-05-28,IN,B,125.97
46306,2024-01-19,US,A,113.53
46307,2024-11-16,US,A,97.45
46308,2024-07-28,US,A,110.17
46309,2024-10-10,DE,B,90.71
46310,2024-04-19,IL,C,86.17
46311,2024-11-10,IN,B,86.06
46312,2024-11-01,IL,A,75.01
46313,2024-01-07,DE,A,96.64
46314,2024-07-25,GB,B,112.31
46315,2024-06-23,US,A,71.16
46316,2024-08-28,GB,A,78.13
46317,2024-04-04,FR,A,107.84
46318,2024-02-05,IN,B,95.55
46319,2024-04-10,IN,C,106.7
46320,2024-07-10,DE,C,97.27
46321,2024-04-08,FR,C,90.05
46322,2024-06-18,IN,B,115.52
46323,2024-05-22,GB,C,104.5
46324,2024-09-10,DE,C,108.68
46325,2024-05-29,US,A,87.35
46326,2024-02-22,IL,A,82.72
46327,2024-08-19,GB,B,114.75
46328,2024-03-18,US,B,96.96
46329,2024-04-19,GB,B,126.2
46330,2024-09-14,DE,A,109.97
46331,2024-04-09,GB,B,106.15
46332,2024-01-23,IL,A,112.62
46333,2024-05-11,US,B,72.27
46334,2024-05-21,IN,C,119.48
46335,2024-09-07,DE,C,112.19
46336,2024-09-15,FR,C,83.28
46337,2024-01-01,IN,B,62.33
46338,2024-10-03,IL,A,108.44
46339,2024-09-29,US,B,97.61
46340,2024-03-04,US,A,95.22
46341,2024-05-03,DE,B,117.78
46342,2024-10-06,GB,C,72.27
46343,2024-07-29,DE,B,117.86
46344,2024-05-03,DE,B,88.9
46345,2024-10-04,FR,B,107.94
46346,2024-08-18,US,A,99.9
46347,2024-07-05,IL,B,95.24
46348,2024-01-03,GB,B,119.49
46349,2024-08-24,US,B,104.75
46350,2024-03-06,FR,A,102.66
46351,2024-12-01,DE,A,103.23
46352,2024-03-09,FR,B,114.14
46353,2024-01-11,GB,A,122.23
46354,2024-05-17,GB,C,99.07
46355,2024-05-07,GB,B,122.17
46356,2024-05-08,IL,B,85.4
46357,2024-12-04,US,A,93.3
46358,2024-04-10,FR,A,97.72
46359,2024-11-01,GB,A,105.2
46360,2024-02-29,US,A,88.62
46361,2024-08-13,FR,B,83.22
46362,2024-02-17,FR,C,86.44
46363,2024-03-24,DE,C,89.27
46364,2024-02-24,GB,A,100.99
46365,2024-04-30,IN,A,117.52
46366,2024-06-16,US,B,101.66
46367,2024-11-09,US,C,87.85
46368,2024-10-03,US,A,93.27
46369,2024-09-11,IN,B,117.79
46370,2024-06-27,US,B,99.51
46371,2024-04-14,DE,A,82.26
46372,2024-04-18,US,B,88.26
46373,2024-02-18,DE,C,141.14
46374,2024-08-30,IL,A,85.99
46375,2024-10-11,US,A,81.59
46376,2024-07-18,FR,B,87.56
46377,2024-07-29,IL,B,115.37
46378,2024-05-15,IL,A,108.56
46379,2024-12-17,IN,A,94.74
46380,2024-11-19,US,B,87.46
46381,2024-05-28,IN,B,81.32
46382,2024-10-02,GB,A,111.59
46383,2024-05-07,US,C,75.92
46384,2024-02-15,IL,C,79.82
46385,2024-04-16,US,B,103.4
46386,2024-10-31,FR,B,124.45
46387,2024-06-24,US,B,110.42
46388,2024-11-11,US,A,105.54
46389,2024-04-27,FR,B,86.68
46390,2024-06-16,GB,A,123.49
46391,2024-01-27,FR,A,110.42
46392,2024-10-12,IL,A,97.74
46393,2024-04-23,FR,A,109.3
46394,2024-02-03,DE,A,88.31
46395,2024-03-20,GB,A,75.05
46396,2024-08-30,FR,B,113.17
46397,2024-10-24,DE,A,100.69
46398,2024-12-14,DE,A,111.62
46399,2024-03-26,US,B,107.53
46400,2024-08-03,DE,C,93.17
46401,2024-06-16,IN,A,99.97
46402,2024-09-18,IN,A,106.39
46403,2024-09-02,US,A,109.06
46404,2024-01-26,IL,A,63.04
46405,2024-02-24,US,A,126.39
46406,2024-08-03,GB,A,93.68
46407,2024-07-12,DE,A,118.2
46408,2024-11-19,GB,A,80.38
46409,2024-11-05,US,C,104.17
46410,2024-01-22,DE,B,98.18
46411,2024-08-01,IL,C,108.73
46412,2024-05-28,DE,C,103.67
46413,2024-06-25,GB,A,88.1
46414,2024-01-24,GB,A,97.33
46415,2024-11-02,US,A,82.68
46416,2024-03-01,GB,C,75.0
46417,2024-12-11,IN,B,103.32
46418,2024-12-05,GB,B,94.14
46419,2024-10-26,US,C,80.17
46420,2024-02-12,US,A,92.04
46421,2024-05-29,US,C,92.6
46422,2024-01-09,IN,B,112.48
46423,2024-08-11,IL,C,95.73
46424,2024-11-11,IN,C,94.58
46425,2024-07-11,GB,A,95.42
46426,2024-01-09,IL,A,83.69
46427,2024-04-20,US,A,108.04
46428,2024-03-03,IL,B,99.66
46429,2024-06-07,US,A,106.95
46430,2024-05-15,DE,B,86.82
46431,2024-10-29,US,A,96.79
46432,2024-03-21,DE,A,77.52
46433,2024-04-19,GB,A,90.26
46434,2024-03-27,US,A,95.19
46435,2024-11-20,US,B,97.81
46436,2024-04-17,IN,B,105.45
46437,2024-12-27,FR,A,107.01
46438,2024-08-31,US,C,111.71
46439,2024-04-21,IL,A,131.23
46440,2024-08-04,US,A,68.87
46441,2024-02-14,US,A,107.85
46442,2024-11-25,GB,A,89.35
46443,2024-12-15,US,B,104.07
46444,2024-04-17,US,A,89.36
46445,2024-03-03,US,A,110.82
46446,2024-06-05,GB,B,95.43
46447,2024-10-08,IL,C,121.8
46448,2024-08-16,IL,B,106.3
46449,2024-01-15,US,B,105.55
46450,2024-01-04,IN,A,69.27
46451,2024-03-26,GB,A,86.46
46452,2024-10-02,GB,B,115.45
46453,2024-04-04,GB,B,113.19
46454,2024-11-22,IN,A,90.86
46455,2024-04-18,DE,A,99.16
46456,2024-11-21,GB,C,82.78
46457,2024-12-01,GB,C,100.36
46458,2024-09-22,IL,C,94.3
46459,2024-03-04,US,A,111.1
46460,2024-01-27,DE,A,106.4
46461,2024-03-04,GB,A,88.63
46462,2024-08-18,FR,B,98.79
46463,2024-09-09,FR,C,71.02
46464,2024-12-25,US,A,95.34
46465,2024-12-13,US,B,111.65
46466,2024-04-22,US,A,106.74
46467,2024-05-22,DE,A,75.24
46468,2024-10-08,US,A,102.33
46469,2024-10-09,US,C,102.22
46470,2024-04-24,IN,A,101.27
46471,2024-01-12,GB,C,117.69
46472,2024-02-05,IL,B,114.76
46473,2024-10-27,US,A,100.03
46474,2024-05-07,US,A,114.45
46475,2024-09-21,IL,A,112.09
46476,2024-10-19,US,B,81.65
46477,2024-11-23,US,A,88.71
46478,2024-06-28,GB,A,100.31
46479,2024-08-20,US,A,105.24
46480,2024-03-12,GB,B,99.99
46481,2024-12-09,IN,A,90.63
46482,2024-11-18,IL,B,121.05
46483,2024-05-22,US,A,102.59
46484,2024-05-14,DE,C,99.77
46485,2024-09-24,IN,A,98.61
46486,2024-05-31,GB,B,74.41
46487,2024-09-21,US,A,82.57
46488,2024-02-02,GB,A,120.1
46489,2024-04-08,DE,A,109.1
46490,2024-10-11,IL,A,103.46
46491,2024-12-02,US,A,71.39
46492,2024-01-10,DE,C,86.89
46493,2024-10-11,FR,B,81.96
46494,2024-01-26,IL,B,137.92
46495,2024-11-12,IN,A,115.39
46496,2024-04-02,US,B,97.25
46497,2024-05-12,US,A,59.53
46498,2024-09-18,DE,B,119.98
46499,2024-11-03,US,B,84.23
46500,2024-05-31,DE,A,100.24
46501,2024-04-24,IL,C,104.9
46502,2024-12-23,IL,C,78.7
46503,2024-12-18,IL,A,113.42
46504,2024-07-10,US,C,113.39
46505,2024-01-09,US,A,117.69
46506,2024-12-19,IL,A,128.58
46507,2024-08-14,GB,A,82.15
46508,2024-07-20,GB,A,99.84
46509,2024-02-10,US,A,106.12
46510,2024-12-28,US,A,91.56
46511,2024-09-19,IL,A,87.99
46512,2024-03-20,IL,A,104.14
46513,2024-05-12,IL,B,82.29
46514,2024-05-05,DE,A,110.99
46515,2024-11-13,IL,A,93.69
46516,2024-06-22,US,A,110.65
46517,2024-11-14,US,C,107.62
46518,2024-09-08,GB,A,65.99
46519,2024-05-14,FR,B,107.21
46520,2024-05-28,GB,B,102.62
46521,2024-10-22,US,B,78.81
46522,2024-07-01,GB,A,127.61
46523,2024-09-05,IN,B,110.63
46524,2024-02-14,GB,B,105.53
46525,2024-06-04,US,A,84.09
46526,2024-07-29,US,B,102.19
46527,2024-05-05,IN,A,122.8
46528,2024-11-05,DE,B,117.96
46529,2024-03-17,GB,B,91.07
46530,2024-11-06,US,B,99.85
46531,2024-01-24,IL,B,130.19
46532,2024-06-04,IL,A,86.55
46533,2024-07-07,GB,B,119.17
46534,2024-04-02,US,B,102.45
46535,2024-07-16,IL,C,100.39
46536,2024-11-24,GB,C,91.57
46537,2024-06-11,GB,C,94.34
46538,2024-07-15,GB,B,87.78
46539,2024-12-12,US,B,118.9
46540,2024-12-03,DE,C,92.9
46541,2024-01-05,US,C,87.67
46542,2024-09-22,IN,B,123.44
46543,2024-11-06,DE,A,101.46
46544,2024-12-09,IN,A,85.4
46545,2024-10-19,US,B,112.22
46546,2024-01-31,GB,A,106.58
46547,2024-10-03,IL,B,97.81
46548,2024-11-04,IL,B,102.69
46549,2024-07-10,GB,B,103.67
46550,2024-01-08,US,B,101.14
46551,2024-03-10,US,A,120.79
46552,2024-04-10,US,A,95.78
46553,2024-11-10,DE,A,99.97
46554,2024-02-15,FR,A,111.01
46555,2024-09-28,IN,A,94.96
46556,2024-03-06,GB,A,82.56
46557,2024-10-30,DE,A,77.9
46558,2024-01-05,DE,A,77.85
46559,2024-03-27,IL,C,81.49
46560,2024-02-07,IL,A,81.52
46561,2024-07-21,GB,B,108.52
46562,2024-10-12,IL,A,72.49
46563,2024-05-31,US,A,91.98
46564,2024-07-13,GB,A,120.79
46565,2024-08-21,GB,C,89.78
46566,2024-06-15,FR,A,124.48
46567,2024-10-01,FR,B,118.12
46568,2024-04-13,IL,A,81.01
46569,2024-03-04,GB,A,91.22
46570,2024-03-09,GB,A,99.19
46571,2024-03-04,DE,A,93.68
46572,2024-01-14,IL,B,96.86
46573,2024-01-16,US,A,107.14
46574,2024-01-20,DE,A,106.75
46575,2024-02-27,DE,C,71.95
46576,2024-08-19,DE,A,107.34
46577,2024-03-28,US,A,116.9
46578,2024-08-01,DE,C,96.26
46579,2024-01-27,GB,A,85.98
46580,2024-10-19,DE,C,101.42
46581,2024-05-09,IL,B,125.72
46582,2024-06-10,IN,B,123.86
46583,2024-09-03,DE,A,120.13
46584,2024-12-30,GB,C,109.43
46585,2024-10-16,US,A,91.38
46586,2024-05-26,US,A,107.37
46587,2024-05-06,IN,B,97.05
46588,2024-05-03,IN,A,108.79
46589,2024-01-31,US,B,111.74
46590,2024-05-03,IN,A,93.02
46591,2024-10-04,FR,A,98.54
46592,2024-04-10,US,A,99.44
46593,2024-05-22,US,A,88.11
46594,2024-01-26,FR,A,78.02
46595,2024-04-01,US,C,118.4
46596,2024-01-26,FR,A,97.09
46597,2024-06-20,GB,A,123.29
46598,2024-04-18,DE,A,114.06
46599,2024-12-20,GB,C,121.06
46600,2024-08-03,FR,B,116.95
46601,2024-05-16,DE,A,112.28
46602,2024-07-15,IL,A,107.21
46603,2024-12-16,FR,A,106.32
46604,2024-03-06,IN,A,109.68
46605,2024-04-02,US,A,104.35
46606,2024-07-18,US,A,106.02
46607,2024-02-08,FR,A,115.75
46608,2024-07-08,IN,A,105.89
46609,2024-02-27,IL,B,95.98
46610,2024-11-11,IL,B,102.65
46611,2024-10-09,IN,A,83.84
46612,2024-01-18,US,C,112.01
46613,2024-07-15,US,A,105.01
46614,2024-03-17,IL,B,108.9
46615,2024-07-31,DE,C,92.45
46616,2024-07-17,US,A,100.65
46617,2024-12-19,IL,B,66.66
46618,2024-03-05,DE,C,90.92
46619,2024-07-03,US,A,85.88
46620,2024-12-18,IL,A,95.86
46621,2024-02-12,US,A,93.83
46622,2024-04-02,US,C,109.76
46623,2024-09-19,IN,A,96.9
46624,2024-02-09,IL,B,114.84
46625,2024-03-16,IL,A,70.17
46626,2024-12-15,DE,C,109.15
46627,2024-07-31,US,A,110.4
46628,2024-01-21,DE,B,123.12
46629,2024-11-07,US,B,73.43
46630,2024-07-10,DE,A,76.59
46631,2024-06-23,US,A,104.52
46632,2024-12-28,GB,A,89.84
46633,2024-04-24,GB,C,100.99
46634,2024-05-18,IN,C,102.16
46635,2024-07-29,GB,A,111.27
46636,2024-03-29,FR,A,111.86
46637,2024-02-16,US,A,116.95
46638,2024-02-20,US,A,105.97
46639,2024-04-22,US,A,83.41
46640,2024-01-30,GB,A,125.86
46641,2024-07-03,GB,A,131.91
46642,2024-12-28,US,A,99.27
46643,2024-04-02,US,A,102.7
46644,2024-01-15,US,A,113.06
46645,2024-01-15,IN,C,88.1
46646,2024-03-01,US,C,121.6
46647,2024-08-01,GB,C,99.24
46648,2024-06-20,GB,B,80.74
46649,2024-05-26,GB,C,101.74
46650,2024-10-02,DE,A,95.22
46651,2024-05-22,US,B,94.83
46652,2024-08-12,US,B,85.99
46653,2024-12-29,IN,A,93.85
46654,2024-03-02,DE,B,127.53
46655,2024-02-10,FR,B,80.78
46656,2024-03-20,DE,B,90.27
46657,2024-02-26,US,B,95.95
46658,2024-10-29,FR,B,98.57
46659,2024-11-15,GB,C,80.63
46660,2024-07-23,US,B,95.84
46661,2024-02-17,US,A,89.82
46662,2024-11-06,US,A,128.03
46663,2024-11-30,IN,A,92.98
46664,2024-05-28,FR,A,104.05
46665,2024-09-02,FR,C,111.41
46666,2024-08-10,US,A,101.12
46667,2024-07-11,IL,A,117.08
46668,2024-05-08,US,A,104.42
46669,2024-04-11,FR,A,140.6
46670,2024-04-10,US,A,110.88
46671,2024-05-11,IN,B,114.26
46672,2024-10-04,FR,C,103.07
46673,2024-10-28,US,A,83.35
46674,2024-02-11,US,A,131.21
46675,2024-01-21,US,B,99.5
46676,2024-06-23,US,B,105.92
46677,2024-10-07,IN,A,127.05
46678,2024-07-23,IN,C,133.13
46679,2024-10-29,US,A,103.1
46680,2024-09-17,US,B,115.42
46681,2024-09-14,US,A,83.24
46682,2024-07-15,DE,C,107.55
46683,2024-01-20,IL,A,103.0
46684,2024-03-06,IL,C,114.62
46685,2024-09-28,US,A,67.6
46686,2024-04-22,US,C,109.07
46687,2024-09-20,IL,B,112.88
46688,2024-05-03,US,C,100.87
46689,2024-01-05,DE,A,96.95
46690,2024-09-03,US,A,94.17
46691,2024-11-21,IL,A,92.93
